73	495	mys****	오랜만에 지인들과 기분좋게 카페들어왔는데....직원분이 일할생각이없으신가봐요 얼굴에 짜증이가득하시면서 쌀커피뭔지물어보는데 한숨한번쉬시면서 설명하시는데.....제가 뭐잘못한줄알았어요 디저트도 바로 직원분 코앞에있어서 이거랑요 하고 가르키니 또 표정 구기면서 이름으로 말해주세요 디저트 이름을 말해달라고요 이러는데 무안했습니다....1/29 2시20분에 데스크계산하시던 여성직원분 진짜 왠만하면 안좋은리뷰안남기는데 너무 기분상해서 남겨요....	N	2023-01-29	2024-03-29
74	495	dud****	넓은 매장 빼고는... 맛있진않앙ㅅ	N	2023-03-17	2024-03-29
75	495	yuna35	소금커피 존맛	N	2023-04-21	2024-03-29
76	495	qaz힘내자70	소금커피,후추커피... 단짠의 조화 ㅋ 먹어봐야 아는 맛.	N	2023-02-28	2024-03-29
77	495	나는원래소띠라괜찮아	후추맛이 나요 색다른맛입니다	N	2023-03-01	2024-03-29
78	495	min****	지나가다 들렸는데 맛있네요	N	2023-07-19	2024-03-29
79	495	빡졔	커피 맛있어요😊	N	2023-04-25	2024-03-29
80	495	080439	강남에선 이집커피가 가장 유니크하고 괜찮은것같아요	N	2023-03-31	2024-03-29
81	495	먼데이33	소금 커피 맛있어요~.  분위기도 좋고  직원분들 친절하세요	N	2023-02-07	2024-03-29
82	495	looooo	소금커피 맛이따요	N	2023-04-07	2024-03-29
83	495	하이하이45	분위기 좋아요	N	2023-05-08	2024-03-29
84	495	tjsdl070622	매장이 상당히 넓고 디저트가 맛있어요	N	2023-05-14	2024-03-29
85	495	윤짜응	음료도 맛있고 분위기도 좋아요😊	N	2023-04-11	2024-03-29
86	495	슈70	후추커피 맛이 특이하고 맛있어요!!	N	2023-03-16	2024-03-29
87	495	Sarah7	굿	N	2023-06-09	2024-03-29
88	495	withmerry	천장 곳곳에 열대식물 같은 조화 인테리어로 싱그러운 느낌이예요. 맛있어보이는 빵들이 즐비하고~ 카페라떼는 묵직한 맛의 밸런스가 좋아요!	N	2023-01-05	2024-03-29
89	495	별명5115	NULL	N	2023-11-02	2024-03-29
90	495	유키80	좋아요.	N	2023-07-16	2024-03-29
91	495	방똘2	:)	N	2023-07-19	2024-03-29
92	495	다이애나3747	소금커피 짱	N	2023-08-21	2024-03-29
93	495	Cielo22	NULL	N	2023-06-11	2024-03-29
94	495	빵빠레레이	지나가다 후추커피 먹었는데ㅠ 후추 맛 기대 했는데 크림에서는 후추맛 못 느꼈어요. 그냥 달달한 크림커피예용	N	2023-03-13	2024-03-29
95	495	wyok0101	가격대비  굿	N	2023-07-27	2024-03-29
96	495	수프12345	소금커피 너무맛있당 맨날먹고싶당	N	2023-05-13	2024-03-29
97	495	sotkWkd	에스프레소, 아메리카노  여태 다니며 먹었던 곳들 중 1등이였습니다.  산미 단맛 씁쓸한 맛 밸런스가 너무 좋습니다.  먹는 내내 행복했습니다감사합니다 사장님!!	N	2023-04-14	2024-03-29
98	495	HiRobin	소금커피 크림는 이름 그대로 짜고, 후추커피는 이름그대로 맵고 씁니다😂😅	N	2023-04-21	2024-03-29
99	495	minh777	평일에 점심시간에 모든음료가 할인되요 ㅎㅎ 자몽피치볼에이드인가 맛있어용	N	2023-04-07	2024-03-29
100	495	dan****	소금커피 굿굿	N	2023-12-02	2024-03-29
101	495	kjb****	굿	N	2023-11-13	2024-03-29
102	495	별명5115	NULL	N	2023-11-07	2024-03-29
103	495	특별한사하라	후추커피와 소금커피 독특하네요	N	2023-06-19	2024-03-29
104	495	낑깡284823	와ㅋㅋㅋ한 번가는 사람은 있어도 또 가는 사람은 없을 카페 인테리어는 혼잡스럽고 아메리카노 라떼 다 맛없고 스탭 불친절하고 그나마 퀸아망 먹을만 한 카페 와ㅋㅋㅋ헤메이다가 간 카페인데 절대 안가ㅋㅋㅋ	N	2023-04-23	2024-03-29
105	495	냠냠돼장	소금커피 맛있어요	N	2023-07-09	2024-03-29
106	495	여름이었ㄷr	후…훗…추 향과ㅜ맛이 마지막에 사알짝~	N	2023-05-19	2024-03-29
107	495	앤드류준	NULL	N	2023-07-02	2024-03-29
108	495	aliciajjo	지나가다가 테아했는데 괜찮아요~ 자몽차도 괜찮고 소금커피 좋았습니다	N	2023-03-23	2024-03-29
109	495	ggp	직원분이 엄~청 불친절해요 그냥 영수증 다시 뽑아달라고 했는데 표정이 진짜ㅎ 어디가서 대놓고 그런 얼굴 하는 직원은 처음봤어요 무서워서 못 가겠네요	N	2023-06-28	2024-03-29
110	495	별명5115	NULL	N	2023-11-14	2024-03-29
111	495	별명5115	NULL	N	2023-11-15	2024-03-29
112	495	별명5115	NULL	N	2023-11-17	2024-03-29
113	495	별명5115	NULL	N	2023-11-24	2024-03-29
114	495	Cielo22	NULL	N	2023-07-16	2024-03-29
115	495	0리스0	후추커피 특이해서 주문해봤어요 호불호 있을 독특한 맛이긴 하네요  카페 안에 남녀 화장실 구분되어 있고  좌석 타입도 여러 종류에 내부가 꽤 넓은 편이라 약속시간 전까지 이용하기 편리했어요	N	2023-04-21	2024-03-29
116	495	별명5115	NULL	N	2023-11-30	2024-03-29
117	495	비앙까	좋아요!	N	2023-08-22	2024-03-29
118	495	별명5115	NULL	N	2023-12-05	2024-03-29
119	495	별명5115	NULL	N	2023-12-06	2024-03-29
120	495	별명5115	NULL	N	2023-12-08	2024-03-29
121	495	별명5115	NULL	N	2023-12-12	2024-03-29
122	495	che****	인테리어도 넘 예쁘구요~~ 후추커피라는 시그니처 메뉴가 있는데 처음 마셔보는 커피 맛 이었습니다	N	2023-07-26	2024-03-29
123	495	별명5115	NULL	N	2023-12-13	2024-03-29
124	495	별명5115	NULL	N	2023-12-15	2024-03-29
125	495	Min477	최악 너무나 기분이 다시 돌아가려다가 리뷰나 대체해야지 했는데 영수증도 없고 구지 카드까지 연동해서 쓰네요   주말에 일하는 사람. 알바인지 사장인지 뭔지 모르지만, 기분 너무 좋았던 하루를 망치게 한 최악의 불 친 절 과 표정 들을 경험 하였네요   덕분에 돈을 쓰고 이런 기분을 사서 더 기분이 나빠서 씁니다 나만 이런 느낌인가 하고 리뷰 봤는데 극 친창들은 알바인지 저랑 비슷한 불친절 경험하신분들 다수 있던데  보시면 사장인지 알바인지 좀 고치시는게 ^^;  카페. 서비스직아닌가요? 많은것을 바랜것도 아니고 길가다 돈주고 똥 심하게 밟은 기분이네요   산 커피랑 디저트는 먹지도 않았지만 입에 대기도 싫고 다시는 안갈곳 . 감사해요 ~ 돌려받았으면 좋겠네요	N	2023-07-09	2024-03-29
126	495	kks28	소금커피가 시그니처라고 해서 시켰는데..ㅠㅠ 엄청 크리미 하고 그냥 그랬음;; 그리고 올때 갈때 인사도 안하고 불친절함... 화나 있는듯... 화나 있는듯	N	2023-07-30	2024-03-29
127	495	데헷5558	밀크티 6500원	N	2023-09-20	2024-03-29
128	495	Cielo22	NULL	N	2023-08-19	2024-03-29
129	495	Jinny zam	소금커피 6.5 아메리카노(라고데아티틀란) 5.5 플레인 라우겐 3.5  소금커피  크림 달달 짭잘 커피의 씁슬한 맛이 조화가 나쁘지 않음  아메리카노  평범했음  라우겐  딱딱한 프레첼 맛일줄 알았는데 부드러운 프레첼? 소금커피의 크림에 찍어먹으니 존맛👍  페브릭쇼파 더러움 물자국 같은게 엄청 크게 찌들어 있음 직원들 불친절함.. 다른 리뷰에도 직원들 불친절하다고 되어 있던데..	N	2023-04-28	2024-03-29
130	495	별명5115	NULL	N	2023-12-29	2024-03-29
131	495	알럽당근	후추커피를 맛볼수 있다고 해서 방문했는데 후추맛은 잘 모르겠고 달달한 크림라떼맛이더라구요~ 그래도 나름 인테리어도 예쁘고 한번은 방문해 볼만 한것 같아요~	N	2023-05-01	2024-03-29
132	495	추천드립니다	논커피 음료도 맛있고 베이커리도 맛있네요.	N	2023-08-24	2024-03-29
133	495	봄날884	인테리어도 예쁘고 매장도 넓은 편어서 편하게 개인 작업이나 대화하기 좋아요. 소금 커피도 맛있어요, 다음에는 후추커피도 도전해 봐야겠네요	N	2023-05-24	2024-03-29
134	495	강남역노른자부동산	누군가에게 권하고 싶은 커피만! 마시러...  후추커피👍  다른 건 보지 않는다...	N	2023-06-10	2024-03-29
135	495	별명5115	NULL	N	2024-01-10	2024-03-29
136	495	워니7110	파티가 있어서 단체로 먹었어요	N	2023-06-09	2024-03-29
137	495	별명5115	NULL	N	2024-01-04	2024-03-29
138	495	KingJ	.	N	2023-10-13	2024-03-29
139	495	별명5115	NULL	N	2023-12-20	2024-03-29
140	495	DODO12	커피가 너무 맛있네요!	N	2024-01-03	2024-03-29
141	495	a_p****	잘마셨어요~	N	2023-12-04	2024-03-29
142	495	별명5115	NULL	N	2024-01-18	2024-03-29
143	495	별명5115	NULL	N	2024-01-19	2024-03-29
144	495	별명5115	NULL	N	2024-01-16	2024-03-29
145	495	별명5115	NULL	N	2024-01-30	2024-03-29
146	495	별명5115	NULL	N	2024-02-01	2024-03-29
147	495	100그리고100	티라인이 맛있음 후추커피는 후추맛이 은은하게 나면서 살짝 목을 치는 맛으로 매력적 	N	2023-07-10	2024-03-29
148	495	윰48	시그니쳐인 소금 커피와 후추커피를 시켰는데, 독특하고 맛있어요! 소금 커피🧂☕️는 단짠이라 맛있고, 후추 커피는 섞으니 더 맛있어요❤️ 그리고 대개 카페는 인테리어만 이쁘거나 디저트만 맛있는 등 밸런스가 한쪽으로 치우치는데.. 여기는 맛도! 인테리어도 예뻐서 사진이 잘 나와요🌺😋 아 그리고 여기 사과 패스츄리?? 그 빵이 진짜 맛있어요🙉💓 바깥 부분은 바삭하고, 안쪽 애플 부분은 적당히 쫀득하면서 달달해서 맛있어요❤️ 애플 패스츄리가 맛있는 곳은 처음이었어요👉👈🍏 사장님이 정말 친절하시기도 하고, 덕분에 칭구들과 좋은 시간 보냈습니다💝	N	2023-05-14	2024-03-29
149	495	별명5115	NULL	N	2024-02-06	2024-03-29
150	495	답이닝	평일 오후1시30분 이전에는 해피아워라 소금커피 3500원!! 달달해서 잘 먹구갑니당	N	2023-06-22	2024-03-29
151	495	별명5115	NULL	N	2024-02-08	2024-03-29
152	495	피노양	박람회에 가서 커피맛에 반해 일부러 찾아 들렀어요!  소금커피가 몰랐는데 여기가 최초 개발자 래요! 맛있긴 했지만, 아인슈페너가 있었으면 좋을것 같아요! 크림이 너무너무너무 맛있었거든요!  그리고 커스타드 크로와상?? 우아.... 여기 빵 맛집이네요! 솔직히 가격도 저렴해서 기대 안했는데 포장 안해온고 아직도 후회중이에요 존맛!!!!  가는길은 힘들지만 전 꼭 다시 갈꺼에요  당연히 원두도 구입해 옵니다! ㅎㅎㅎ 원두 가격도 훌륭해요 아! 원두 사면 음료 한잔 무료래요~~~ 참고 하세용	N	2023-07-02	2024-03-29
153	495	별명5115	월요일 아침, 따뜻한 바닐라라떼와 밀크티로 한주의 시작을 따뜻하게~♡	N	2023-11-20	2024-03-29
154	495	별명5115	NULL	N	2024-02-07	2024-03-29
155	495	별명5115	NULL	N	2024-02-15	2024-03-29
156	495	별명5115	NULL	N	2024-02-16	2024-03-29
157	495	Luina	후추커피랑 아이스아메리카노랑 에소프레소 마시는데 후추커피는 오렌지주스랑 쌍화탕 섞인 맛이에요! 인테리어는 멋져요.  주문시 공손히🙏🙏🙏  음료보다는 더울때 시원하게  앉아있기 조아요 빵은 안먹어봤는데 맛있어 보여요	N	2023-06-05	2024-03-29
158	495	별명5115	NULL	N	2024-02-22	2024-03-29
159	495	별명5115	NULL	N	2024-02-26	2024-03-29
160	495	먹깨봉	소금커피 넘 맛있네요 또 오고 싶어요	N	2023-08-24	2024-03-29
161	495	별명5115	NULL	N	2024-03-05	2024-03-29
162	495	별명5115	NULL	N	2024-03-15	2024-03-29
163	495	iryo	소금커피 맛집.	N	2023-10-26	2024-03-29
164	495	별명5115	NULL	N	2024-03-19	2024-03-29
165	495	눌루날라	소금커피 후추커피가 독특하네용	N	2023-10-14	2024-03-29
166	495	코로나90	소금커피는 뭔가 익숙한데 후추커피는 정말 처음먹어보는데 재미난 맛이었어요. 후추향미가 은은하면서 크리미한 커피와 잘 어울려서 괜찮았습니다	N	2023-07-10	2024-03-29
167	495	별명5115	NULL	N	2024-03-22	2024-03-29
168	495	마운틴듀09	빵과 커피 둘 다 맛있어요! 분위기도 좋구요!	N	2023-09-09	2024-03-29
169	495	freshjh124	오래전에 왔었던 기억이 있어서 방문했는데, 여전히 빵과 커피가 맛나네요	N	2023-08-12	2024-03-29
170	495	frosty	방금 나온 빵 먹었는데 진짜 맛있네요! 근데 커피는 산미가 많아요 전 산미 있는 커피 좋아해서 괜찮았지만 이 부분을 설명해주지 않아서 조금 아쉬웠어요	N	2023-08-27	2024-03-29
171	495	별명5115	NULL	N	2024-03-12	2024-03-29
172	495	최군의힐링	소금커피가 맛있는 강남역 카페   브라운홀릭 다녀왔어요.   해피아워에 가면 모든 음료가 3,500원이에요.   가격은 저렴하지만 소금커피는  정말 맛있는 커피 맛집이랍니다.	N	2023-07-06	2024-03-29
173	495	베니데니	머리 염색한 여자 직원 청소하다 손도 닦지 않고 칭고에 빗자루만 놓고 비로 커피내려주었습니다. 컴플레인하려다가 참고 물 양도 맞지 않아 좋게 더 부탁했는데 손님들 셀프로 물 마시는 통 한번 흘겨보고 알아서 타라는 눈길 주고는 틱틱대면서 여전히 부족하게 다시 담아주었습니다. 여기 역삼에 처음 생길때부터 그간 몇 년 사이 리뉴얼 될때마다 아쉬운 점은 계속 있었지맘 오래 다녔던 카페인데 처음 불쾌해서 리뷰 남깁니다.	N	2023-09-04	2024-03-29
174	495	cj****	매장 분위기가 너무 좋아요!! 퀸아망이랑 까눌레도 먹었는데, 퀸아망이 진짜 맛도리였ㅠㅠㅠㅠ	N	2023-11-04	2024-03-29
175	495	그리ME	얼그레이라떼 짱맛-!	N	2023-10-09	2024-03-29
176	495	이루마93	평일 점심 ~1:30까지는 해피아워 !  모든 음료 3,500원이 정말 혜자롭네요.  직장근처라서 점심 후에 시그니처 소금커피는 거의 매일 마시다시피 하는 것 같아요. 달달하지만 독특한 후추향 가득한 후추커피도 트라이 😊	N	2023-08-01	2024-03-29
177	495	GRANYLOVE	굿~	N	2024-02-19	2024-03-29
178	495	호이헤이호우	커피랑 음료 둘다마싯고 조아요 ㅎㅎ 재방문의사잇습미당	N	2023-12-11	2024-03-29
179	495	인생진짜어렵네	대로변에서부터 올라와야하는 통곡의 길만 이겨내면 아주 맛있는 커피가 있다. 가격도 너무 좋고 디저트도 다 맛있음. 오프라인 원두판매도 하니 마신 커피가 맘에 들면 그 자리에서 구매도 가능하다.	N	2023-09-02	2024-03-29
180	495	뽀잉웅앵옹	너무 시끄러운 곳을 피해 우연히 들렀어요. 카페 규모도 넓고 커피도 맛있고! 솔트커피 단짠단짠 훌륭합니다 💓 브라우니도 쫜득하고 달달한 게 넘 맛있고요. 내부 인테리어도 예뻐서 데이트하기 좋았어요	N	2023-08-01	2024-03-29
181	495	Jssyp	해피아워시간이 있어서..너무 좋아요~ 커피맛도 괜찮아요. 	N	2023-10-10	2024-03-29
182	495	이루마93	간단한 베이커리들도 하나하나 맛나구요. 소금커피는 하루 한잔 방앗간처럼 들려서 먹게되네여. 매장도 넓고 좋아요. 	N	2023-09-04	2024-03-29
183	495	이루마93	매장넓고 편한좌석도 많아서 좋아요. 주4회는 방문하는듯 하네요. 😊	N	2023-09-20	2024-03-29
184	495	이루마93	언제나 최애픽은 소금커피 👍	N	2023-12-06	2024-03-29
185	495	abp****	분위기 좋고 커피 맛있어요	N	2023-12-09	2024-03-29
186	495	Jung100099	커피가 맛있고 인테리어도 괜찮아서 좋습니다!	N	2024-01-01	2024-03-29
187	495	jinnynamkr	맛난 커피 좋아요	N	2024-01-08	2024-03-29
188	495	극한의효율주의	- 강남역 치곤 갬성카페 인정임  - 소금커피 생각보다 맛있도 산미향이 인상적 - 후추 스콘은 .. 진짜 맛이 강렬 했다 .. 별미네요 .. 정말 매웠음 ㅋㅋヲヲヲヲヲヲ  - 후추 그 자채인 스콘 !  - 그거보다는 퀸아망이 진짜 맛도리임 ヲヲヲヲヲヲ🥹👍  퀸아망과 소금커피는 딱 내 취향  후회 없음요   그리고 생각보다 혼자 와서 노트북 작업 하는 사람 많았음 콘센트 자리 보유	N	2023-08-14	2024-03-29
189	495	GRACE MI	소금커피로 유명한 곳인데 후추커피 베너가 눈에 띄어 들어갔어요 와 ~~~ 달달한 디저트 너무 좋아   #강남구맛집 #역삼동맛집 #디저트 #커피 #오늘도좋은날 #마음의무지개 #최고의하루	N	2023-10-12	2024-03-29
190	495	뇸묨	근처에서 다인원 식사 후 방문했어요! 	N	2024-02-27	2024-03-29
191	495	oowwee	얼그레이 라떼를 주문했는데 맛이 너무 이상해서 결국 다른 음료를 다시 주문해서 먹었어요 새로 주문한 음료도 맛이 좋진 않았지만 얼그레이 라떼의 충격이 커서 괜찮게 느껴질 정도였습니다 아이스 아메리카노도 맛있진 않았어요 대신 같이 주문한 디저트들은 괜찮았습니다	N	2024-01-14	2024-03-29
192	495	이루마93	오늘은 카페라떼~~  점심시간 이용해서 방문하기 좋아요! 해피아워 ~ 1:30까지 	N	2023-10-26	2024-03-29
193	495	romanticjoo	소금커피가 너무너무 맛나서 생각나는 곳 드뎌 길을 워웠어요 ㅋㄷ 혼자서도 찾아가고 싶은 곳	N	2024-02-07	2024-03-29
194	495	몽레몽	얼그레이라떼!!!!!! 시켰는데!!! 얼그레이 향이 이렇게 진한 라떼는 처음이에요!!! 너무 맛있었어요 증맬루….🥹 후추, 소금 커피도 맛있었는데 ….그래도 얼그레이🫶🏽 디저트도 맛있어요!!!	N	2024-01-18	2024-03-29
195	495	소르디 블로그합니다	후추커피는 맛있는 고품질의 후추를 사용하지 않았다. 향은 강하지 않다. 소금커피는 굉장히 짜다. 잘 못 만든걸까?… 디저트 메뉴가 많았도 모든 음료가 동일한 가격이라는 점이 특징.	N	2024-02-01	2024-03-29
196	495	bruka	유투브에서 뵙고, 올해 코엑스에서 했던 카페행사때도 사장님 봬서 이 근처 오면 꼭 와봐야지 했는데.. 디카페인 아이스 아메리카노, 라고데아티틀란 따듯한 아메리카노 마셨습니다. 정말 맛있는 커피 입니다! 잘 먹었습니다.	N	2023-11-04	2024-03-29
197	495	꿀꺽이16	후추커피 소금커피 왕밤마들렌 다 맛있었고 특별히 왕밤 통으로 들어있는 마들렌이 진짜 맛있었다. 또 먹고싶다. 매장 넓어서 좋았다	N	2024-03-05	2024-03-29
198	495	초이스초이스초이스	강남역 로스터리카페. 강남역 스페셜티커피 맛집. 오피스 상권에서 스페셜티 커피를 경험 할 수 있는 최고의 장소. 드립으로 내려주신 커피에서 자몽의 산미가 기분 좋게 느껴졌고 후추라떼는 라떼 러버들에게 강추하는 메뉴. 모임을 하기에도 여유있는 매장 크기에요.  This is the best specialty coffee shop and roaster in Gangnam Korea. If you were coffee lover, you must come here and drink a cup of coffee. I guarantee tasty of it.	N	2024-02-07	2024-03-29
199	495	신난먹깨비	후추커피와 소금커피가 있는 곳~후추커피는 처음 먹어보는데 맛이 독특하고 다음에 또 먹어 보려구요^^	N	2024-03-20	2024-03-29
200	479	으엑67	가성비 좋고 매장 분위기도 너무 좋습니다 재방문 의사 100%입니다	N	2021-07-13	2024-03-29
201	479	곤쥬22	좋어요	N	2021-10-09	2024-03-29
