cafe_name	image_url	rating	latitude	longitude	address	tel	opening_hour	homepage_url
바게트케이	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220916_222%2F1663307601022vvDSo_JPEG%2FScreenshot_20220915-222559_KakaoMap.jpg	NULL	37.5002997	127.0414642	서울 강남구 테헤란로34길 21-10	02-567-9501	[운영시간]_NEWLINE_월_NEWLINE_06:30 - 19:30_NEWLINE_화_NEWLINE_06:30 - 19:30_NEWLINE_수_NEWLINE_06:30 - 19:30_NEWLINE_목_NEWLINE_06:30 - 19:30_NEWLINE_금_NEWLINE_06:30 - 19:30_NEWLINE_토_NEWLINE_06:30 - 19:30_NEWLINE_일_NEWLINE_06:30 - 19:30	https://smartstore.naver.com/baguette_k
카페413프로젝트	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160630_273%2F14672146091006Rqk3_JPEG%2F176580406668965_0.jpeg	NULL	37.5023582	127.0344906	서울 강남구 논현로97길 19-11	070-7798-0544	[운영시간]_NEWLINE_월_NEWLINE_정기휴무 (매주 월요일)_NEWLINE_화_NEWLINE_10:30 - 22:00_NEWLINE_수_NEWLINE_10:30 - 22:00_NEWLINE_목_NEWLINE_10:30 - 22:00_NEWLINE_금_NEWLINE_10:30 - 22:00_NEWLINE_토_NEWLINE_10:30 - 22:00_NEWLINE_일_NEWLINE_10:30 - 21:00	http://www.instagram.com/cafe413project/
셀렉티드마롱	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240220_85%2F1708427143212rCnId_PNG%2F%25B8%25DE%25B4%25BA1.png	NULL	37.4961927	127.030907	서울 강남구 테헤란로4길 37 1층 셀렉티드마롱	0507-1447-5104	[운영시간]_NEWLINE_월_NEWLINE_08:00 - 22:00_NEWLINE_화_NEWLINE_08:00 - 22:00_NEWLINE_수_NEWLINE_08:00 - 22:00_NEWLINE_목_NEWLINE_08:00 - 22:00_NEWLINE_금_NEWLINE_08:00 - 22:00_NEWLINE_토_NEWLINE_11:00 - 22:00_NEWLINE_일_NEWLINE_11:00 - 22:00	https://www.instagram.com/sltdmlng
소과당 강남본점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220810_42%2F1660119748686qCXTl_JPEG%2F%25BC%25D2%25B0%25FA%25B4%25E7-100%25C7%25C1%25B7%25CE-%25BF%25EC%25B8%25AE%25BD%25D2%25B7%25CE-%25B8%25B8%25B5%25E7-%25BD%25D2-%25BC%25F6%25C7%25C3%25B7%25B9-%25C6%25D2%25C4%25C9%25C0%25CC%25C5%25A9-%25B8%25DE%25B4%25BA-004.jpg	NULL	37.4997492	127.028088	서울 강남구 강남대로96길 12 A동 2층 소과당	02-538-8188	[운영시간]_NEWLINE_월_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_화_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_수_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_목_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_금_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_토_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_일_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더	https://www.instagram.com/sogwadang/
한과와락	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231223_28%2F1703308244239HeMXL_JPEG%2F%25B0%25B3%25BC%25BA%25C1%25D6%25BE%25C7.jpg	NULL	37.5029355	127.0271771	서울 강남구 봉은사로4길 31-5	0507-1443-6204	[운영시간]_NEWLINE_월_NEWLINE_정기휴무 (매주 월요일)_NEWLINE_화_NEWLINE_11:30 - 22:00_NEWLINE_수_NEWLINE_11:30 - 22:00_NEWLINE_목_NEWLINE_11:30 - 22:00_NEWLINE_금_NEWLINE_11:30 - 22:00_NEWLINE_토_NEWLINE_11:30 - 22:00_NEWLINE_일_NEWLINE_11:30 - 22:00	https://www.instagram.com/hgwr_official
까치화방 강남역점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231129_19%2F1701221551683Dtlz8_PNG%2F%25B5%25FE%25B1%25E2_%25C5%25A9%25B1%25E2_%25BA%25AF%25C8%25AF.png	NULL	37.5032631	127.0267345	서울 강남구 봉은사로4길 23 1층	0507-1497-5535	[운영시간]_NEWLINE_월_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_화_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_수_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_목_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_금_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_토_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_일_NEWLINE_11:00 - 22:00_NEWLINE_21:30 라스트오더	https://www.instagram.com/cachi_flowercafe/
베이커리로컬 강남역점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201125_180%2F1606269055893oQfWy_JPEG%2FevizMP60Xn5GyZSgdFZjGPOs.jpg	NULL	37.5022171	127.0270063	서울 강남구 강남대로102길 15	02-567-1119	[운영시간]_NEWLINE_매일_NEWLINE_10:00 - 23:00	NULL
원아베뉴	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_229%2F1630388186520UNvbf_JPEG%2Fimage.jpg	NULL	37.4998944	127.0304055	서울 강남구 테헤란로7길 11 1층	0507-1471-0238	NULL	https://www.01avenue.co.kr/
필메이트 강남점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240201_24%2F1706761637210AkL3c_JPEG%2F1.jpg	NULL	37.5001305	127.0276354	서울 강남구 테헤란로1길 28 1~3층	070-7038-4100	[운영시간]_NEWLINE_매일_NEWLINE_09:00 - 24:00	https://fillmate.co.kr/
타우너스 에스프레소 바 역삼점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230217_214%2F1676595901196E5XlV_JPEG%2FKakaoTalk_20230217_095721419_05.jpg	NULL	37.4984729	127.0398589	서울 강남구 테헤란로28길 41 타우너스 1층	0507-1373-1467	[운영시간]_NEWLINE_월_NEWLINE_08:00 - 21:00_NEWLINE_20:30 라스트오더_NEWLINE_화_NEWLINE_08:00 - 21:00_NEWLINE_20:30 라스트오더_NEWLINE_수_NEWLINE_08:00 - 21:00_NEWLINE_20:30 라스트오더_NEWLINE_목_NEWLINE_08:00 - 21:00_NEWLINE_20:30 라스트오더_NEWLINE_금_NEWLINE_08:00 - 21:00_NEWLINE_20:30 라스트오더_NEWLINE_토_NEWLINE_09:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_일_NEWLINE_09:00 - 22:00_NEWLINE_21:30 라스트오더	https://espressobar.modoo.at/
로젯런던베이글	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230628_35%2F1687887514971bN1QW_JPEG%2FIMG_9215.	NULL	37.5031953	127.0391646	서울 강남구 테헤란로33길 20 1층	0507-1470-5459	[운영시간]_NEWLINE_월_NEWLINE_08:30 - 22:00_NEWLINE_화_NEWLINE_08:30 - 22:00_NEWLINE_수_NEWLINE_08:30 - 22:00_NEWLINE_목_NEWLINE_08:30 - 22:00_NEWLINE_금_NEWLINE_08:30 - 22:00_NEWLINE_토_NEWLINE_10:00 - 16:00_NEWLINE_일_NEWLINE_10:00 - 16:00	NULL
서울북카페 욕망의북카페	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220613_7%2F1655108930139Pa8z8_JPEG%2FKakaoTalk_20220224_162756008_04.jpg	NULL	37.5038646	127.0282743	서울 강남구 강남대로102길 45 2층, 3층	0507-1486-0132	[운영시간]_NEWLINE_매일_NEWLINE_10:00 - 22:00	https://www.instagram.com/yokmangbookcafe/
테이블스	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191216_232%2F1576431552450yYUoG_JPEG%2FmvNz_-AHKD2Ezv6GV5_cA0k5.jpg	NULL	37.4981949	127.033829	서울 강남구 논현로85길 52 역삼 푸르지오 시티	02-563-1144	[운영시간]_NEWLINE_매일_NEWLINE_08:00 - 23:00	https://www.instagram.com/tables_yeoksam
카페 호두	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231217_56%2F1702801933919PtKSk_JPEG%2FKakaoTalk_20231217_172911511_01.jpg	NULL	37.5042828	127.0285794	서울 강남구 봉은사로16길 36 1층	010-9886-3563	[운영시간]_NEWLINE_월_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_화_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_수_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_목_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_금_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_토_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더_NEWLINE_일_NEWLINE_10:00 - 22:00_NEWLINE_21:30 라스트오더	https://www.instagram.com/cafe.hodoo/
로흐	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_70%2F1706164883481zfqKi_JPEG%2FIMG_4836.jpeg	NULL	37.5008565	127.0320046	서울 강남구 테헤란로13길 17 1층 로흐	0507-1329-9326	[운영시간]_NEWLINE_월_NEWLINE_12:00 - 20:00_NEWLINE_화_NEWLINE_12:00 - 20:00_NEWLINE_수_NEWLINE_12:00 - 20:00_NEWLINE_목_NEWLINE_12:00 - 20:00_NEWLINE_금_NEWLINE_12:00 - 20:00_NEWLINE_토_NEWLINE_정기휴무 (매주 토요일)_NEWLINE_일_NEWLINE_정기휴무 (매주 일요일)	https://smartstore.naver.com/lorseoul
카페온화 강남점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210708_162%2F1625711356064lxzLL_JPEG%2Fnzi4Um5EG1WsejcBb2emPPMc.jpg	NULL	37.5024319	127.0271329	서울 강남구 봉은사로4길 37 2층	070-7715-2908	[운영시간]_NEWLINE_매일_NEWLINE_11:00 - 22:00_NEWLINE_21:20 라스트오더	https://www.instagram.com/onhwa_gangnam/
미니말레 커피뢰스터 역삼점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240303_33%2F1709399474971y17nr_JPEG%2FBBEE5F64-19C6-4378-AAFD-58BF58234F27-728-000004512389C9B3.jpg	NULL	37.5022673	127.0354999	서울 강남구 테헤란로25길 26 1층	070-4070-6648	[운영시간]_NEWLINE_월_NEWLINE_08:00 - 23:00_NEWLINE_화_NEWLINE_08:00 - 23:00_NEWLINE_수_NEWLINE_08:00 - 23:00_NEWLINE_목_NEWLINE_08:00 - 23:00_NEWLINE_금_NEWLINE_08:00 - 23:00_NEWLINE_토_NEWLINE_09:00 - 23:00_NEWLINE_일_NEWLINE_09:00 - 23:00	https://www.instagram.com/minimale_kaffeeroster
퍼스트커피랩 강남점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230925_216%2F1695634876212bMtnl_JPEG%2FKakaoTalk_20230921_193323535_01.jpg	NULL	37.5026909	127.0279657	서울 강남구 봉은사로6길 39 1층	02-555-7679	[운영시간]_NEWLINE_매일_NEWLINE_11:00 - 01:00	https://www.instagram.com/firstcoffee_lab_gangnam
빌리엔젤 강남역점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230612_211%2F16865470870166XGbg_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA%25B5%25EE%25B7%25CF_%25BA%25F4%25B8%25AE%25BF%25A3%25C1%25A9.jpg	NULL	37.5014574	127.0270952	서울 강남구 테헤란로1길 48 강남ELS빌딩	070-5051-8135	[운영시간]_NEWLINE_매일_NEWLINE_11:00 - 23:00_NEWLINE_22:30 라스트오더	http://www.billyangel.co.kr/
겟썸커피 Downstairs	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200723_137%2F1595473735438X9Wiu_JPEG%2FMVA7U4WEbdQ1Rc972qr1RdyI.jpeg.jpg	NULL	37.5030823	127.0272802	서울 강남구 봉은사로6길 30 지하 1층	0507-1317-3619	[운영시간]_NEWLINE_월_NEWLINE_정기휴무 (매주 월요일)_NEWLINE_화_NEWLINE_11:00 - 22:00_NEWLINE_수_NEWLINE_11:00 - 22:00_NEWLINE_목_NEWLINE_11:00 - 22:00_NEWLINE_금_NEWLINE_11:00 - 22:00_NEWLINE_토_NEWLINE_11:00 - 22:00_NEWLINE_일_NEWLINE_12:00 - 22:00	NULL
셀렉티드닉스	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240220_80%2F1708427465220vR8EM_PNG%2F%25B8%25DE%25B4%25BA1.png	NULL	37.4961927	127.030907	서울 강남구 테헤란로4길 37 1층	0507-1393-5905	[운영시간]_NEWLINE_월_NEWLINE_08:00 - 22:00_NEWLINE_화_NEWLINE_08:00 - 22:00_NEWLINE_수_NEWLINE_08:00 - 22:00_NEWLINE_목_NEWLINE_08:00 - 22:00_NEWLINE_금_NEWLINE_08:00 - 22:00_NEWLINE_토_NEWLINE_11:00 - 22:00_NEWLINE_일_NEWLINE_11:00 - 22:00	NULL
슬로우커피	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231027_183%2F1698391168339ajtR9_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AFCEO05137-1-1.jpeg	NULL	37.4942036	127.0345282	서울 강남구 역삼로 136 신명빌딩 1층	0507-1339-0364	[운영시간]_NEWLINE_월_NEWLINE_10:00 - 01:50_NEWLINE_화_NEWLINE_10:00 - 01:50_NEWLINE_수_NEWLINE_10:00 - 01:50_NEWLINE_목_NEWLINE_10:00 - 01:50_NEWLINE_금_NEWLINE_10:00 - 01:50_NEWLINE_토_NEWLINE_10:00 - 23:50_NEWLINE_일_NEWLINE_10:00 - 23:50	https://www.instagram.com/slowcoffee_seoul/
비아살라리아	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240111_108%2F1704899603743Xzowt_JPEG%2Fviasalria.jpg	NULL	37.49486	127.0332775	서울 강남구 역삼로7길 10 융전빌딩 101호	0507-1431-2297	[운영시간]_NEWLINE_월_NEWLINE_10:00 - 20:00_NEWLINE_화_NEWLINE_10:00 - 20:00_NEWLINE_수_NEWLINE_10:00 - 20:00_NEWLINE_목_NEWLINE_10:00 - 20:00_NEWLINE_금_NEWLINE_10:00 - 20:00_NEWLINE_토_NEWLINE_10:00 - 19:00_NEWLINE_일_NEWLINE_정기휴무 (매주 일요일)	https://www.instagram.com/via_salaria?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
문화시민 서울	NULL	NULL	37.4910993	127.0343687	서울 강남구 강남대로62길 35 2층	070-4042-5795	NULL	http://catchtable.co.kr/kw4295
꼼다비뛰드	https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210403_52%2F1617459924276h6Ghe_JPEG%2FIMG_2625.	NULL	37.5033607	127.0295218	서울 강남구 강남대로110길 62 지하1층	0507-1379-8456	[운영시간]_NEWLINE_월_NEWLINE_정기휴무 (매주 월요일)_NEWLINE_화_NEWLINE_정기휴무 (매주 화요일)_NEWLINE_수_NEWLINE_11:00 - 17:00_NEWLINE_목_NEWLINE_11:00 - 17:00_NEWLINE_금_NEWLINE_11:00 - 17:00_NEWLINE_토_NEWLINE_정기휴무 (매주 토요일)_NEWLINE_일_NEWLINE_정기휴무 (매주 일요일)	https://instagram.com/comme__d_habitude?igshid=172bmgt2xw0dq
블루보틀 역삼 카페	https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210826_300%2F1629941815164fGmMH_JPEG%2F7RVvxdUxYs3VdVxdSJWXZYuO.jpg	NULL	37.4999326	127.0323679	서울 강남구 테헤란로 129 강남N타워 G층	1533-6906	[운영시간]_NEWLINE_월_NEWLINE_08:00 - 20:00_NEWLINE_화_NEWLINE_08:00 - 20:00_NEWLINE_수_NEWLINE_08:00 - 20:00_NEWLINE_목_NEWLINE_08:00 - 20:00_NEWLINE_금_NEWLINE_08:00 - 20:00_NEWLINE_토_NEWLINE_08:00 - 20:30_NEWLINE_일_NEWLINE_08:00 - 20:30	https://www.bluebottlecoffeekorea.com/
크리에잇쿠키 역삼본점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240121_145%2F1705782311696o2NlA_JPEG%2FIMG_9493.jpeg	NULL	37.5029416	127.0351319	서울 강남구 테헤란로25길 36	010-4828-8710	[운영시간]_NEWLINE_월_NEWLINE_08:00 - 21:00_NEWLINE_화_NEWLINE_08:00 - 21:00_NEWLINE_수_NEWLINE_08:00 - 21:00_NEWLINE_목_NEWLINE_08:00 - 21:00_NEWLINE_금_NEWLINE_08:00 - 21:00_NEWLINE_토_NEWLINE_08:00 - 21:00_NEWLINE_일_NEWLINE_08:00 - 21:00	http://www.cre8cookies.com
평화다방 강남역점	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190529_164%2F15591194179022MdoV_JPEG%2F0Cq7oCWJRZ6ZODtq80lbsJEL.jpg	NULL	37.4991963	127.0282272	서울 강남구 강남대로94길 10 2층	070-4801-1386	[운영시간]_NEWLINE_매일_NEWLINE_11:00 - 22:00	http://www.pyeonghwacoffee.com
